nohup: ignoring input
------------------------------------------------------------
Sherpa-onnx 并行 RTF 测试 (并发数: 48)
加载模型: encoder-epoch-99-avg-1.int8.onnx
模型加载完成。
------------------------------------------------------------
正在扫描文件列表: /opt/Audio_Datasets/LibriSpeech_WAV/test-clean ...
共找到 2620 个音频文件。开始并行处理...
文件名                                      | 时长(s)    | 耗时(s)    | 实时率(RTF)
260-123286-0011.wav                      | 4.25     | 4.3033   | 1.0114  
260-123286-0013.wav                      | 4.73     | 5.1549   | 1.0898  
260-123440-0009.wav                      | 3.12     | 2.9289   | 0.9403  
260-123286-0017.wav                      | 3.98     | 4.2334   | 1.0650  
260-123288-0003.wav                      | 8.90     | 8.8195   | 0.9904  
237-126133-0001.wav                      | 11.96    | 11.2267  | 0.9383  
260-123286-0016.wav                      | 7.00     | 7.0157   | 1.0022  
260-123440-0003.wav                      | 3.58     | 3.7917   | 1.0576  
260-123286-0023.wav                      | 5.88     | 6.4001   | 1.0894  
260-123286-0029.wav                      | 4.54     | 5.1448   | 1.1320  
260-123288-0010.wav                      | 9.99     | 9.7507   | 0.9756  
260-123440-0005.wav                      | 3.10     | 3.7104   | 1.1950  
260-123440-0007.wav                      | 3.38     | 4.3228   | 1.2770  
260-123288-0011.wav                      | 8.98     | 8.8134   | 0.9815  
260-123286-0031.wav                      | 5.06     | 5.8205   | 1.1503  
260-123440-0006.wav                      | 2.71     | 3.0600   | 1.1271  
260-123440-0001.wav                      | 1.74     | 1.5891   | 0.9133  
260-123440-0000.wav                      | 2.17     | 2.9082   | 1.3433  
260-123440-0018.wav                      | 3.64     | 5.1855   | 1.4246  
260-123288-0007.wav                      | 11.20    | 10.0471  | 0.8971  
237-126133-0000.wav                      | 13.29    | 13.0349  | 0.9808  
260-123286-0015.wav                      | 5.21     | 6.2775   | 1.2049  
260-123288-0025.wav                      | 13.45    | 13.3835  | 0.9954  
260-123286-0026.wav                      | 6.94     | 7.7727   | 1.1200  
260-123286-0003.wav                      | 7.37     | 8.1554   | 1.1066  
260-123286-0000.wav                      | 7.04     | 7.5760   | 1.0761  
260-123440-0016.wav                      | 4.89     | 6.7618   | 1.3814  
260-123286-0009.wav                      | 5.79     | 7.3713   | 1.2720  
260-123440-0008.wav                      | 3.75     | 5.1138   | 1.3655  
2094-142345-0055.wav                     | 2.65     | 3.2160   | 1.2113  
260-123440-0013.wav                      | 3.48     | 4.5328   | 1.3044  
260-123286-0006.wav                      | 7.41     | 8.8642   | 1.1971  
260-123286-0028.wav                      | 7.46     | 9.6509   | 1.2928  
260-123286-0027.wav                      | 7.17     | 8.8118   | 1.2290  
260-123440-0017.wav                      | 3.07     | 3.3833   | 1.1020  
260-123288-0013.wav                      | 11.39    | 11.7021  | 1.0278  
2094-142345-0047.wav                     | 2.21     | 1.9763   | 0.8942  
260-123440-0014.wav                      | 3.81     | 4.2257   | 1.1077  
260-123286-0002.wav                      | 9.98     | 11.4919  | 1.1509  
2094-142345-0020.wav                     | 2.44     | 2.4447   | 1.0040  
2094-142345-0044.wav                     | 3.52     | 4.1882   | 1.1898  
4992-41797-0001.wav                      | 28.41    | 25.6519  | 0.9029  
260-123286-0025.wav                      | 9.21     | 10.2687  | 1.1156  
2094-142345-0004.wav                     | 2.64     | 3.1136   | 1.1794  
2094-142345-0022.wav                     | 2.28     | 2.1633   | 0.9488  
260-123286-0030.wav                      | 7.53     | 9.2230   | 1.2248  
260-123440-0019.wav                      | 6.63     | 8.8532   | 1.3353  
2094-142345-0046.wav                     | 1.91     | 2.2663   | 1.1897  
2094-142345-0019.wav                     | 2.66     | 4.6227   | 1.7379  
260-123440-0020.wav                      | 5.00     | 6.9860   | 1.3986  
2094-142345-0017.wav                     | 2.83     | 2.9632   | 1.0452  
260-123288-0005.wav                      | 12.55    | 13.9273  | 1.1097  
260-123440-0011.wav                      | 4.87     | 6.5033   | 1.3354  
260-123440-0012.wav                      | 5.25     | 7.9205   | 1.5101  
2094-142345-0041.wav                     | 1.42     | 1.2095   | 0.8518  
260-123440-0015.wav                      | 6.20     | 8.1940   | 1.3216  
2094-142345-0007.wav                     | 2.70     | 3.2831   | 1.2160  
260-123440-0010.wav                      | 8.31     | 10.4052  | 1.2514  
2094-142345-0045.wav                     | 3.00     | 3.7766   | 1.2568  
260-123286-0019.wav                      | 11.90    | 12.6270  | 1.0606  
2094-142345-0031.wav                     | 2.78     | 3.1707   | 1.1405  
2094-142345-0035.wav                     | 3.58     | 4.5226   | 1.2651  
2094-142345-0032.wav                     | 3.24     | 2.6958   | 0.8320  
2094-142345-0016.wav                     | 2.26     | 2.5397   | 1.1238  
2094-142345-0025.wav                     | 3.60     | 4.1577   | 1.1565  
2094-142345-0024.wav                     | 5.27     | 6.2598   | 1.1878  
2094-142345-0023.wav                     | 5.18     | 5.7955   | 1.1188  
2094-142345-0027.wav                     | 5.63     | 6.4893   | 1.1526  
2094-142345-0042.wav                     | 2.46     | 1.8269   | 0.7442  
2094-142345-0048.wav                     | 6.39     | 7.2086   | 1.1281  
2094-142345-0040.wav                     | 2.38     | 1.8589   | 0.7794  
260-123288-0026.wav                      | 16.04    | 17.4839  | 1.0900  
2094-142345-0053.wav                     | 3.40     | 2.9460   | 0.8678  
2094-142345-0039.wav                     | 6.28     | 7.8219   | 1.2455  
2094-142345-0060.wav                     | 2.71     | 2.2941   | 0.8465  
2094-142345-0026.wav                     | 2.83     | 2.0372   | 0.7211  
2094-142345-0056.wav                     | 3.84     | 3.4180   | 0.8901  
260-123288-0024.wav                      | 14.60    | 16.4654  | 1.1282  
2094-142345-0021.wav                     | 5.33     | 4.6969   | 0.8804  
2094-142345-0058.wav                     | 4.93     | 5.0054   | 1.0153  
2094-142345-0018.wav                     | 3.15     | 2.0955   | 0.6642  
2094-142345-0052.wav                     | 6.53     | 5.9807   | 0.9159  
2094-142345-0054.wav                     | 5.68     | 5.8755   | 1.0344  
2094-142345-0050.wav                     | 4.04     | 3.1883   | 0.7882  
5683-32866-0023.wav                      | 2.75     | 2.0221   | 0.7367  
2094-142345-0029.wav                     | 8.53     | 7.9034   | 0.9271  
260-123440-0004.wav                      | 12.02    | 12.4668  | 1.0372  
5683-32866-0029.wav                      | 2.27     | 1.7076   | 0.7506  
5683-32866-0008.wav                      | 3.30     | 2.7539   | 0.8345  
5683-32866-0025.wav                      | 3.47     | 2.8368   | 0.8175  
2094-142345-0001.wav                     | 8.03     | 7.7088   | 0.9600  
5683-32866-0022.wav                      | 3.19     | 2.6837   | 0.8413  
5683-32866-0026.wav                      | 2.34     | 1.9730   | 0.8432  
5683-32866-0003.wav                      | 2.87     | 2.4036   | 0.8389  
2094-142345-0051.wav                     | 5.31     | 4.2537   | 0.8011  
2094-142345-0036.wav                     | 6.92     | 6.2353   | 0.9017  
2094-142345-0005.wav                     | 9.09     | 8.4222   | 0.9265  
2094-142345-0057.wav                     | 10.08    | 11.0672  | 1.0979  
2094-142345-0043.wav                     | 7.35     | 5.9878   | 0.8147  
5683-32866-0017.wav                      | 4.58     | 3.6903   | 0.8049  
5683-32866-0001.wav                      | 3.47     | 2.7916   | 0.8045  
5683-32866-0016.wav                      | 4.88     | 3.9157   | 0.8024  
260-123288-0015.wav                      | 21.18    | 20.3174  | 0.9590  
2094-142345-0049.wav                     | 6.12     | 4.9046   | 0.8007  
5683-32866-0002.wav                      | 5.12     | 3.9769   | 0.7760  
2094-142345-0028.wav                     | 6.84     | 5.9301   | 0.8670  
5683-32866-0020.wav                      | 3.93     | 2.8788   | 0.7325  
5683-32866-0015.wav                      | 2.83     | 2.3778   | 0.8402  
5683-32866-0007.wav                      | 4.12     | 3.2480   | 0.7883  
5683-32866-0000.wav                      | 2.65     | 1.8224   | 0.6890  
260-123440-0002.wav                      | 14.71    | 14.0538  | 0.9551  
5683-32866-0030.wav                      | 4.84     | 3.9359   | 0.8124  
2094-142345-0033.wav                     | 12.87    | 12.6248  | 0.9813  
5683-32866-0018.wav                      | 5.46     | 3.8548   | 0.7066  
2094-142345-0059.wav                     | 10.01    | 9.3737   | 0.9364  
5683-32865-0014.wav                      | 2.62     | 2.0077   | 0.7678  
5683-32866-0027.wav                      | 4.75     | 3.5606   | 0.7488  
2094-142345-0034.wav                     | 7.99     | 6.6342   | 0.8303  
5683-32866-0014.wav                      | 3.97     | 3.1349   | 0.7897  
5683-32866-0011.wav                      | 7.37     | 5.6297   | 0.7639  
5683-32865-0002.wav                      | 2.78     | 2.3958   | 0.8618  
2094-142345-0014.wav                     | 12.99    | 11.6709  | 0.8981  
5683-32866-0006.wav                      | 4.21     | 3.2991   | 0.7827  
5683-32865-0003.wav                      | 3.51     | 2.8723   | 0.8183  
5683-32866-0028.wav                      | 5.62     | 4.6418   | 0.8259  
5683-32866-0005.wav                      | 4.59     | 3.8911   | 0.8477  
5683-32865-0006.wav                      | 3.35     | 2.7645   | 0.8252  
5683-32865-0000.wav                      | 2.19     | 1.9233   | 0.8782  
5683-32865-0016.wav                      | 3.06     | 2.2726   | 0.7427  
5683-32866-0021.wav                      | 7.90     | 6.4961   | 0.8223  
2094-142345-0037.wav                     | 10.49    | 8.9628   | 0.8544  
5683-32865-0001.wav                      | 2.58     | 1.8729   | 0.7259  
5683-32865-0015.wav                      | 4.14     | 3.3315   | 0.8037  
5683-32866-0004.wav                      | 9.22     | 7.8884   | 0.8551  
2094-142345-0011.wav                     | 16.26    | 15.9748  | 0.9825  
5683-32866-0012.wav                      | 8.26     | 6.8063   | 0.8240  
5683-32865-0017.wav                      | 5.46     | 4.4171   | 0.8097  
2094-142345-0015.wav                     | 15.02    | 13.5243  | 0.9007  
2094-142345-0013.wav                     | 14.25    | 12.9460  | 0.9085  
5683-32866-0024.wav                      | 9.86     | 7.9965   | 0.8114  
5683-32866-0013.wav                      | 9.93     | 8.1876   | 0.8245  
2094-142345-0009.wav                     | 14.40    | 12.2032  | 0.8471  
5683-32879-0008.wav                      | 2.95     | 2.3729   | 0.8044  
5683-32879-0021.wav                      | 4.09     | 3.6067   | 0.8818  
5683-32879-0001.wav                      | 3.66     | 3.3922   | 0.9268  
5683-32865-0011.wav                      | 6.36     | 5.5400   | 0.8717  
2094-142345-0002.wav                     | 15.52    | 13.7642  | 0.8869  
5683-32865-0004.wav                      | 7.37     | 6.2024   | 0.8421  
5683-32865-0007.wav                      | 6.07     | 5.0307   | 0.8295  
5683-32879-0025.wav                      | 1.91     | 1.7495   | 0.9183  
5683-32879-0009.wav                      | 5.13     | 3.9607   | 0.7713  
2094-142345-0006.wav                     | 13.82    | 11.9422  | 0.8641  
5683-32879-0015.wav                      | 2.01     | 1.6952   | 0.8434  
5683-32879-0024.wav                      | 2.37     | 1.9758   | 0.8337  
2094-142345-0030.wav                     | 16.12    | 15.4518  | 0.9585  
2094-142345-0003.wav                     | 14.68    | 13.9303  | 0.9493  
5683-32865-0008.wav                      | 6.12     | 5.4005   | 0.8824  
5683-32865-0010.wav                      | 6.33     | 6.0897   | 0.9613  
5683-32879-0022.wav                      | 4.17     | 3.3312   | 0.7979  
5683-32879-0012.wav                      | 4.38     | 3.9534   | 0.9026  
672-122797-0033.wav                      | 1.28     | 0.8718   | 0.6785  
672-122797-0049.wav                      | 2.02     | 1.6765   | 0.8299  
5683-32865-0013.wav                      | 7.09     | 6.1643   | 0.8688  
672-122797-0009.wav                      | 2.77     | 2.1927   | 0.7930  
2094-142345-0012.wav                     | 16.13    | 14.0120  | 0.8687  
5683-32879-0020.wav                      | 6.54     | 5.3941   | 0.8242  
5683-32879-0023.wav                      | 4.97     | 3.9336   | 0.7907  
5683-32879-0019.wav                      | 6.35     | 4.8706   | 0.7670  
5683-32865-0009.wav                      | 9.89     | 9.1681   | 0.9270  
5683-32879-0010.wav                      | 7.75     | 7.0311   | 0.9072  
5683-32879-0007.wav                      | 6.79     | 5.7001   | 0.8389  
672-122797-0044.wav                      | 3.74     | 3.2767   | 0.8761  
672-122797-0062.wav                      | 2.67     | 2.3247   | 0.8690  
672-122797-0039.wav                      | 4.03     | 3.4151   | 0.8485  
2094-142345-0038.wav                     | 20.25    | 18.5991  | 0.9185  
672-122797-0024.wav                      | 4.13     | 2.6284   | 0.6364  
672-122797-0047.wav                      | 3.33     | 2.5057   | 0.7536  
672-122797-0010.wav                      | 3.81     | 3.0628   | 0.8028  
5683-32879-0011.wav                      | 9.21     | 7.6525   | 0.8309  
672-122797-0035.wav                      | 2.90     | 2.1948   | 0.7568  
5683-32865-0005.wav                      | 10.12    | 9.5259   | 0.9413  
5683-32866-0009.wav                      | 13.26    | 11.7970  | 0.8897  
5683-32879-0005.wav                      | 6.11     | 5.0595   | 0.8281  
672-122797-0060.wav                      | 3.35     | 3.0118   | 0.8990  
5683-32879-0014.wav                      | 8.40     | 6.9413   | 0.8259  
672-122797-0051.wav                      | 4.67     | 4.2040   | 0.9012  
672-122797-0066.wav                      | 4.82     | 3.3327   | 0.6921  
5683-32879-0018.wav                      | 7.44     | 6.3807   | 0.8576  
2094-142345-0000.wav                     | 22.57    | 20.9885  | 0.9299  
672-122797-0017.wav                      | 4.82     | 3.5958   | 0.7460  
672-122797-0070.wav                      | 6.27     | 5.1862   | 0.8271  
5683-32879-0016.wav                      | 10.19    | 8.7132   | 0.8555  
672-122797-0052.wav                      | 4.29     | 4.3820   | 1.0226  
672-122797-0056.wav                      | 5.22     | 3.7571   | 0.7191  
672-122797-0058.wav                      | 4.47     | 3.6151   | 0.8087  
672-122797-0041.wav                      | 3.88     | 2.7016   | 0.6963  
5683-32866-0010.wav                      | 15.03    | 12.8585  | 0.8555  
5683-32879-0003.wav                      | 9.35     | 8.3535   | 0.8939  
5683-32879-0000.wav                      | 8.92     | 6.9998   | 0.7847  
672-122797-0012.wav                      | 7.76     | 6.7128   | 0.8645  
