nohup: ignoring input
--------------------------------------------------
正在初始化 Sherpa-onnx (RTF 性能测试)...
加载模型:
  Enc: encoder-epoch-99-avg-1.int8.onnx
  Dec: decoder-epoch-99-avg-1.onnx
  Join: joiner-epoch-99-avg-1.onnx
模型加载完成。
--------------------------------------------------
开始遍历数据集: /opt/Audio_Datasets/LibriSpeech_WAV/test-clean
文件名                                      | 音频时长(s)    | 推理耗时(s)    | 实时率(RTF)  
260-123288-0002.wav                      | 7.25       | 0.7292     | 0.1006    
260-123288-0010.wav                      | 9.99       | 1.0046     | 0.1005    
260-123288-0003.wav                      | 8.90       | 0.8647     | 0.0971    
260-123288-0008.wav                      | 5.51       | 0.5502     | 0.0998    
260-123288-0012.wav                      | 3.54       | 0.3163     | 0.0892    
260-123288-0013.wav                      | 11.39      | 1.1088     | 0.0974    
260-123288-0007.wav                      | 11.20      | 1.0402     | 0.0929    
260-123288-0015.wav                      | 21.18      | 2.0319     | 0.0959    
260-123288-0005.wav                      | 12.55      | 1.1687     | 0.0931    
260-123288-0017.wav                      | 5.22       | 0.5128     | 0.0981    
260-123288-0016.wav                      | 4.87       | 0.4882     | 0.1004    
260-123288-0020.wav                      | 2.90       | 0.2458     | 0.0847    
260-123288-0027.wav                      | 6.30       | 0.6048     | 0.0959    
260-123288-0004.wav                      | 4.31       | 0.4032     | 0.0935    
260-123288-0014.wav                      | 1.80       | 0.1549     | 0.0858    
260-123288-0011.wav                      | 8.98       | 0.8493     | 0.0946    
260-123288-0019.wav                      | 2.96       | 0.2776     | 0.0939    
260-123288-0009.wav                      | 3.44       | 0.3131     | 0.0912    
260-123288-0024.wav                      | 14.60      | 1.4476     | 0.0992    
260-123286-0008.wav                      | 3.73       | 0.3476     | 0.0931    
260-123286-0002.wav                      | 9.98       | 0.9558     | 0.0957    
260-123286-0018.wav                      | 5.67       | 0.5319     | 0.0938    
260-123286-0014.wav                      | 2.98       | 0.2804     | 0.0941    
260-123286-0016.wav                      | 7.00       | 0.6421     | 0.0917    
260-123286-0005.wav                      | 4.81       | 0.4374     | 0.0909    
260-123286-0004.wav                      | 3.46       | 0.3056     | 0.0882    
260-123286-0028.wav                      | 7.46       | 0.7114     | 0.0953    
260-123286-0001.wav                      | 3.07       | 0.2744     | 0.0894    
260-123286-0012.wav                      | 2.43       | 0.2186     | 0.0899    
260-123286-0019.wav                      | 11.90      | 1.1133     | 0.0935    
260-123286-0023.wav                      | 5.88       | 0.5618     | 0.0956    
260-123286-0020.wav                      | 3.06       | 0.2864     | 0.0936    
260-123286-0013.wav                      | 4.73       | 0.4344     | 0.0918    
260-123286-0025.wav                      | 9.21       | 0.8700     | 0.0945    
260-123286-0021.wav                      | 2.55       | 0.2246     | 0.0881    
260-123286-0006.wav                      | 7.41       | 0.6882     | 0.0929    
260-123286-0007.wav                      | 4.55       | 0.4030     | 0.0886    
260-123286-0022.wav                      | 3.23       | 0.2887     | 0.0892    
260-123286-0027.wav                      | 7.17       | 0.6738     | 0.0940    
260-123286-0003.wav                      | 7.37       | 0.6836     | 0.0928    
260-123286-0011.wav                      | 4.25       | 0.4015     | 0.0944    
260-123286-0026.wav                      | 6.94       | 0.6631     | 0.0956    
260-123286-0000.wav                      | 7.04       | 0.6766     | 0.0961    
260-123286-0024.wav                      | 3.04       | 0.2891     | 0.0951    
260-123286-0031.wav                      | 5.06       | 0.4711     | 0.0931    
260-123286-0029.wav                      | 4.54       | 0.4121     | 0.0907    
260-123286-0009.wav                      | 5.79       | 0.5194     | 0.0896    
260-123286-0017.wav                      | 3.98       | 0.3676     | 0.0925    
260-123286-0030.wav                      | 7.53       | 0.7105     | 0.0943    
260-123286-0010.wav                      | 2.58       | 0.2144     | 0.0833    
260-123286-0015.wav                      | 5.21       | 0.5005     | 0.0961    
260-123440-0010.wav                      | 8.31       | 0.7804     | 0.0939    
260-123440-0016.wav                      | 4.89       | 0.4709     | 0.0962    
260-123440-0019.wav                      | 6.63       | 0.6202     | 0.0935    
260-123440-0018.wav                      | 3.64       | 0.3494     | 0.0960    
260-123440-0003.wav                      | 3.58       | 0.3254     | 0.0908    
260-123440-0007.wav                      | 3.38       | 0.3191     | 0.0943    
260-123440-0009.wav                      | 3.12       | 0.2817     | 0.0904    
260-123440-0005.wav                      | 3.10       | 0.2938     | 0.0946    
260-123440-0004.wav                      | 12.02      | 1.1377     | 0.0947    
260-123440-0008.wav                      | 3.75       | 0.3355     | 0.0896    
260-123440-0015.wav                      | 6.20       | 0.5801     | 0.0936    
260-123440-0012.wav                      | 5.25       | 0.5012     | 0.0955    
260-123440-0006.wav                      | 2.71       | 0.2540     | 0.0935    
260-123440-0020.wav                      | 5.00       | 0.4755     | 0.0952    
260-123440-0000.wav                      | 2.17       | 0.1829     | 0.0845    
260-123440-0013.wav                      | 3.48       | 0.3074     | 0.0885    
260-123440-0002.wav                      | 14.71      | 1.3779     | 0.0936    
260-123440-0011.wav                      | 4.87       | 0.4567     | 0.0938    
260-123440-0014.wav                      | 3.81       | 0.3440     | 0.0902    
260-123440-0001.wav                      | 1.74       | 0.1545     | 0.0888    
260-123440-0017.wav                      | 3.07       | 0.2785     | 0.0907    
2094-142345-0055.wav                     | 2.65       | 0.2548     | 0.0960    
2094-142345-0044.wav                     | 3.52       | 0.3170     | 0.0901    
2094-142345-0011.wav                     | 16.26      | 1.5515     | 0.0954    
2094-142345-0039.wav                     | 6.28       | 0.5911     | 0.0941    
2094-142345-0057.wav                     | 10.08      | 0.9376     | 0.0930    
2094-142345-0019.wav                     | 2.66       | 0.2423     | 0.0911    
2094-142345-0033.wav                     | 12.87      | 1.1828     | 0.0919    
2094-142345-0048.wav                     | 6.39       | 0.5788     | 0.0906    
2094-142345-0027.wav                     | 5.63       | 0.5232     | 0.0929    
2094-142345-0024.wav                     | 5.27       | 0.4969     | 0.0943    
2094-142345-0047.wav                     | 2.21       | 0.1852     | 0.0838    
2094-142345-0004.wav                     | 2.64       | 0.2399     | 0.0909    
2094-142345-0000.wav                     | 22.57      | 2.1136     | 0.0936    
2094-142345-0020.wav                     | 2.44       | 0.2145     | 0.0881    
2094-142345-0029.wav                     | 8.53       | 0.7926     | 0.0930    
2094-142345-0023.wav                     | 5.18       | 0.4549     | 0.0878    
2094-142345-0035.wav                     | 3.58       | 0.3051     | 0.0853    
2094-142345-0017.wav                     | 2.83       | 0.2490     | 0.0878    
2094-142345-0045.wav                     | 3.00       | 0.2750     | 0.0915    
2094-142345-0022.wav                     | 2.28       | 0.1856     | 0.0814    
2094-142345-0001.wav                     | 8.03       | 0.7782     | 0.0969    
2094-142345-0038.wav                     | 20.25      | 1.9627     | 0.0969    
2094-142345-0007.wav                     | 2.70       | 0.2532     | 0.0938    
2094-142345-0046.wav                     | 1.91       | 0.1622     | 0.0851    
2094-142345-0025.wav                     | 3.60       | 0.3500     | 0.0974    
2094-142345-0030.wav                     | 16.12      | 1.5739     | 0.0976    
2094-142345-0052.wav                     | 6.53       | 0.6114     | 0.0936    
2094-142345-0014.wav                     | 12.99      | 1.2481     | 0.0960    
2094-142345-0015.wav                     | 15.02      | 1.4461     | 0.0963    
2094-142345-0005.wav                     | 9.09       | 0.9309     | 0.1024    
2094-142345-0031.wav                     | 2.78       | 0.2554     | 0.0919    
2094-142345-0054.wav                     | 5.68       | 0.5293     | 0.0932    
2094-142345-0013.wav                     | 14.25      | 1.3893     | 0.0975    
2094-142345-0058.wav                     | 4.93       | 0.4694     | 0.0952    
2094-142345-0002.wav                     | 15.52      | 1.5019     | 0.0968    
2094-142345-0032.wav                     | 3.24       | 0.2992     | 0.0923    
2094-142345-0021.wav                     | 5.33       | 0.5405     | 0.1013    
2094-142345-0059.wav                     | 10.01      | 1.0289     | 0.1028    
2094-142345-0016.wav                     | 2.26       | 0.1899     | 0.0840    
2094-142345-0003.wav                     | 14.68      | 1.4790     | 0.1008    
2094-142345-0041.wav                     | 1.42       | 0.1268     | 0.0893    
2094-142345-0009.wav                     | 14.40      | 1.3641     | 0.0947    
2094-142345-0053.wav                     | 3.40       | 0.3093     | 0.0911    
2094-142345-0056.wav                     | 3.84       | 0.3493     | 0.0910    
2094-142345-0036.wav                     | 6.92       | 0.6545     | 0.0946    
2094-142345-0012.wav                     | 16.13      | 1.5773     | 0.0978    
2094-142345-0043.wav                     | 7.35       | 0.6967     | 0.0948    
2094-142345-0042.wav                     | 2.46       | 0.2229     | 0.0908    
2094-142345-0060.wav                     | 2.71       | 0.2492     | 0.0919    
2094-142345-0008.wav                     | 31.65      | 2.9882     | 0.0944    
2094-142345-0010.wav                     | 30.61      | 2.8898     | 0.0944    
2094-142345-0006.wav                     | 13.82      | 1.2984     | 0.0940    
2094-142345-0040.wav                     | 2.38       | 0.2123     | 0.0890    
2094-142345-0050.wav                     | 4.04       | 0.3729     | 0.0922    
2094-142345-0026.wav                     | 2.83       | 0.2464     | 0.0872    
2094-142345-0028.wav                     | 6.84       | 0.6502     | 0.0951    
2094-142345-0037.wav                     | 10.49      | 0.9727     | 0.0927    
2094-142345-0051.wav                     | 5.31       | 0.4903     | 0.0923    
2094-142345-0018.wav                     | 3.15       | 0.2799     | 0.0887    
2094-142345-0049.wav                     | 6.12       | 0.5524     | 0.0902    
2094-142345-0034.wav                     | 7.99       | 0.7302     | 0.0914    
5683-32866-0023.wav                      | 2.75       | 0.2517     | 0.0917    
5683-32866-0025.wav                      | 3.47       | 0.3121     | 0.0899    
5683-32866-0008.wav                      | 3.30       | 0.3086     | 0.0935    
5683-32866-0017.wav                      | 4.58       | 0.4380     | 0.0955    
5683-32866-0004.wav                      | 9.22       | 0.8682     | 0.0941    
5683-32866-0016.wav                      | 4.88       | 0.4618     | 0.0946    
5683-32866-0022.wav                      | 3.19       | 0.2747     | 0.0861    
5683-32866-0002.wav                      | 5.12       | 0.4575     | 0.0893    
5683-32866-0029.wav                      | 2.27       | 0.1844     | 0.0810    
5683-32866-0011.wav                      | 7.37       | 0.6792     | 0.0922    
5683-32866-0003.wav                      | 2.87       | 0.2473     | 0.0863    
5683-32866-0013.wav                      | 9.93       | 0.9225     | 0.0929    
5683-32866-0021.wav                      | 7.90       | 0.7320     | 0.0927    
5683-32866-0024.wav                      | 9.86       | 1.0419     | 0.1057    
5683-32866-0026.wav                      | 2.34       | 0.2270     | 0.0970    
5683-32866-0001.wav                      | 3.47       | 0.3207     | 0.0924    
5683-32866-0030.wav                      | 4.84       | 0.4899     | 0.1011    
5683-32866-0020.wav                      | 3.93       | 0.3811     | 0.0970    
5683-32866-0018.wav                      | 5.46       | 0.5027     | 0.0921    
5683-32866-0007.wav                      | 4.12       | 0.3720     | 0.0903    
5683-32866-0012.wav                      | 8.26       | 0.7707     | 0.0933    
5683-32866-0009.wav                      | 13.26      | 1.3016     | 0.0982    
